tot_category_label,n_obs,status,rsui_adf_p,exp_adf_p,aic,bic,exp_coef,exp_pvalue
Total Expenditure,21,OK,1.0,1.0,296.6324534634061,302.8995880897466,0.0007810366018784626,0.006087059886351893
